,geo_value,time_value,direction,issue,lag,value,stderr,sample_size
21,me,2020-02-03,0,2020-06-09,127,0.0,,
22,mi,2020-02-03,0,2020-06-09,127,0.208768,,
23,mn,2020-02-03,0,2020-06-09,127,0.0,,
24,mo,2020-02-03,0,2020-06-09,127,0.165074,,
25,ms,2020-02-03,0,2020-06-09,127,0.16325,,
26,mt,2020-02-03,0,2020-06-09,127,0.05705,,
27,nc,2020-02-03,0,2020-06-09,127,0.041122,,
28,nd,2020-02-03,0,2020-06-09,127,0.0,,
29,ne,2020-02-03,0,2020-06-09,127,0.127249,,
30,nh,2020-02-03,0,2020-06-09,127,0.081283,,
31,nj,2020-02-03,0,2020-06-09,127,0.346151,,
32,nm,2020-02-03,0,2020-06-09,127,0.0,,
33,nv,2020-02-03,0,2020-06-09,127,0.043048,,
34,ny,2020-02-03,0,2020-06-09,127,0.241186,,
35,oh,2020-02-03,0,2020-06-09,127,0.152035,,
36,ok,2020-02-03,0,2020-06-09,127,0.151745,,
37,or,2020-02-03,0,2020-06-09,127,0.0,,
38,pa,2020-02-03,0,2020-06-09,127,0.326381,,
39,pr,2020-02-03,0,2020-05-06,93,0.0,,
40,ri,2020-02-03,0,2020-06-09,127,0.0,,
41,sc,2020-02-03,0,2020-06-09,127,0.06808,,
42,sd,2020-02-03,0,2020-06-09,127,0.0,,
43,tn,2020-02-03,0,2020-06-09,127,0.235079,,
44,tx,2020-02-03,0,2020-06-09,127,0.18826,,
45,ut,2020-02-03,0,2020-06-09,127,0.031368,,
46,va,2020-02-03,0,2020-06-09,127,0.234884,,
47,vt,2020-02-03,0,2020-06-09,127,0.0,,
48,wa,2020-02-03,0,2020-06-09,127,0.0496,,
49,wi,2020-02-03,0,2020-06-09,127,0.100114,,
50,wv,2020-02-03,0,2020-06-09,127,0.0,,
51,wy,2020-02-03,0,2020-06-09,127,0.0,,
0,ak,2020-02-04,0,2020-06-09,126,0.120818,,
1,al,2020-02-04,0,2020-06-09,126,0.035638,,
2,ar,2020-02-04,0,2020-06-09,126,0.148431,,
3,az,2020-02-04,0,2020-06-09,126,0.129299,,
4,ca,2020-02-04,0,2020-06-09,126,0.1683,,
5,co,2020-02-04,0,2020-06-09,126,0.155274,,
6,ct,2020-02-04,0,2020-06-09,126,0.142577,,
7,dc,2020-02-04,0,2020-06-09,126,0.0,,
8,de,2020-02-04,0,2020-06-09,126,0.0,,
9,fl,2020-02-04,0,2020-06-09,126,0.139883,,
10,ga,2020-02-04,0,2020-06-09,126,0.033456,,
11,hi,2020-02-04,0,2020-06-09,126,0.0,,
12,ia,2020-02-04,0,2020-06-09,126,0.064226,,
13,id,2020-02-04,0,2020-06-09,126,0.0,,
14,il,2020-02-04,0,2020-06-09,126,0.144241,,
15,in,2020-02-04,0,2020-06-09,126,0.066673,,
16,ks,2020-02-04,0,2020-06-09,126,0.055264,,
17,ky,2020-02-04,0,2020-06-09,126,0.097207,,
18,la,2020-02-04,0,2020-06-09,126,0.234167,,
19,ma,2020-02-04,0,2020-06-09,126,0.056087,,
20,md,2020-02-04,0,2020-06-09,126,0.231027,,
21,me,2020-02-04,0,2020-06-09,126,0.0,,
22,mi,2020-02-04,0,2020-06-09,126,0.208768,,
23,mn,2020-02-04,0,2020-06-09,126,0.0,,
24,mo,2020-02-04,0,2020-06-09,126,0.163404,,
25,ms,2020-02-04,0,2020-06-09,126,0.160528,,
26,mt,2020-02-04,0,2020-06-09,126,0.0,,
27,nc,2020-02-04,0,2020-06-09,126,0.039561,,
28,nd,2020-02-04,0,2020-06-09,126,0.0,,
29,ne,2020-02-04,0,2020-06-09,126,0.130078,,
30,nh,2020-02-04,0,2020-06-09,126,0.079815,,
31,nj,2020-02-04,0,2020-06-09,126,0.343751,,
32,nm,2020-02-04,0,2020-06-09,126,0.0,,
33,nv,2020-02-04,0,2020-06-09,126,0.043048,,
34,ny,2020-02-04,0,2020-06-09,126,0.24164,,
35,oh,2020-02-04,0,2020-06-09,126,0.151854,,
36,ok,2020-02-04,0,2020-06-09,126,0.151745,,
37,or,2020-02-04,0,2020-06-09,126,0.0,,
38,pa,2020-02-04,0,2020-06-09,126,0.324716,,
39,pr,2020-02-04,0,2020-05-06,92,0.0,,
40,ri,2020-02-04,0,2020-06-09,126,0.0,,
41,sc,2020-02-04,0,2020-06-09,126,0.06808,,
42,sd,2020-02-04,0,2020-06-09,126,0.0,,
43,tn,2020-02-04,0,2020-06-09,126,0.234917,,
44,tx,2020-02-04,0,2020-06-09,126,0.188029,,
45,ut,2020-02-04,0,2020-06-09,126,0.031368,,
46,va,2020-02-04,0,2020-06-09,126,0.234884,,
47,vt,2020-02-04,0,2020-06-09,126,0.0,,
48,wa,2020-02-04,0,2020-06-09,126,0.048741,,
49,wi,2020-02-04,0,2020-06-09,126,0.100114,,
50,wv,2020-02-04,0,2020-06-09,126,0.0,,
51,wy,2020-02-04,0,2020-06-09,126,0.0,,
0,ak,2020-02-05,0,2020-06-09,125,0.03181,,
1,al,2020-02-05,0,2020-06-09,125,0.035638,,
2,ar,2020-02-05,0,2020-06-09,125,0.148431,,
3,az,2020-02-05,0,2020-06-09,125,0.129299,,
4,ca,2020-02-05,0,2020-06-09,125,0.167762,,
5,co,2020-02-05,0,2020-06-09,125,0.153154,,
6,ct,2020-02-05,0,2020-06-09,125,0.142289,,
7,dc,2020-02-05,0,2020-06-09,125,0.0,,
8,de,2020-02-05,0,2020-06-09,125,0.0,,
9,fl,2020-02-05,0,2020-06-09,125,0.140069,,
10,ga,2020-02-05,0,2020-06-09,125,0.033456,,
11,hi,2020-02-05,0,2020-06-09,125,0.0,,
12,ia,2020-02-05,0,2020-06-09,125,0.068951,,
13,id,2020-02-05,0,2020-06-09,125,0.0,,
14,il,2020-02-05,0,2020-06-09,125,0.144241,,
15,in,2020-02-05,0,2020-06-09,125,0.0651,,
16,ks,2020-02-05,0,2020-06-09,125,0.055264,,
17,ky,2020-02-05,0,2020-06-09,125,0.096717,,
18,la,2020-02-05,0,2020-06-09,125,0.234617,,
19,ma,2020-02-05,0,2020-06-09,125,0.055735,,
20,md,2020-02-05,0,2020-06-09,125,0.231027,,
21,me,2020-02-05,0,2020-06-09,125,0.0,,
22,mi,2020-02-05,0,2020-06-09,125,0.208768,,
23,mn,2020-02-05,0,2020-06-09,125,0.0,,
24,mo,2020-02-05,0,2020-06-09,125,0.160337,,
25,ms,2020-02-05,0,2020-06-09,125,0.157776,,
26,mt,2020-02-05,0,2020-06-09,125,0.0,,
27,nc,2020-02-05,0,2020-06-09,125,0.037889,,
28,nd,2020-02-05,0,2020-06-09,125,0.0,,
29,ne,2020-02-05,0,2020-06-09,125,0.128532,,
30,nh,2020-02-05,0,2020-06-09,125,0.078442,,
31,nj,2020-02-05,0,2020-06-09,125,0.341698,,
32,nm,2020-02-05,0,2020-06-09,125,0.0,,
33,nv,2020-02-05,0,2020-06-09,125,0.043048,,
34,ny,2020-02-05,0,2020-06-09,125,0.241077,,
35,oh,2020-02-05,0,2020-06-09,125,0.151701,,
36,ok,2020-02-05,0,2020-06-09,125,0.151745,,
37,or,2020-02-05,0,2020-06-09,125,0.0,,
38,pa,2020-02-05,0,2020-06-09,125,0.323086,,
39,pr,2020-02-05,0,2020-05-06,91,0.0,,
40,ri,2020-02-05,0,2020-06-09,125,0.0,,
41,sc,2020-02-05,0,2020-06-09,125,0.06808,,
42,sd,2020-02-05,0,2020-06-09,125,0.0,,
43,tn,2020-02-05,0,2020-06-09,125,0.234772,,
44,tx,2020-02-05,0,2020-06-09,125,0.188736,,
45,ut,2020-02-05,0,2020-06-09,125,0.031368,,
46,va,2020-02-05,0,2020-06-09,125,0.234884,,
47,vt,2020-02-05,0,2020-06-09,125,0.0,,
48,wa,2020-02-05,0,2020-06-09,125,0.048741,,
49,wi,2020-02-05,0,2020-06-09,125,0.100114,,
50,wv,2020-02-05,0,2020-06-09,125,0.0,,
51,wy,2020-02-05,0,2020-06-09,125,0.0,,
0,ak,2020-02-06,0,2020-06-09,124,0.022587,,
1,al,2020-02-06,0,2020-06-09,124,0.035638,,
2,ar,2020-02-06,0,2020-06-09,124,0.148431,,
3,az,2020-02-06,0,2020-06-09,124,0.129299,,
4,ca,2020-02-06,0,2020-06-09,124,0.167339,,
5,co,2020-02-06,0,2020-06-09,124,0.156367,,
6,ct,2020-02-06,0,2020-06-09,124,0.144363,,
7,dc,2020-02-06,0,2020-06-09,124,0.0,,
8,de,2020-02-06,0,2020-06-09,124,0.0,,
9,fl,2020-02-06,0,2020-06-09,124,0.139737,,
10,ga,2020-02-06,0,2020-06-09,124,0.033456,,
11,hi,2020-02-06,0,2020-06-09,124,0.0,,
12,ia,2020-02-06,0,2020-06-09,124,0.068371,,
13,id,2020-02-06,0,2020-06-09,124,0.0,,
14,il,2020-02-06,0,2020-06-09,124,0.144241,,
15,in,2020-02-06,0,2020-06-09,124,0.063893,,
16,ks,2020-02-06,0,2020-06-09,124,0.055264,,
17,ky,2020-02-06,0,2020-06-09,124,0.096587,,
18,la,2020-02-06,0,2020-06-09,124,0.2336,,
19,ma,2020-02-06,0,2020-06-09,124,0.055735,,
20,md,2020-02-06,0,2020-06-09,124,0.231027,,
21,me,2020-02-06,0,2020-06-09,124,0.0,,
22,mi,2020-02-06,0,2020-06-09,124,0.208768,,
23,mn,2020-02-06,0,2020-06-09,124,0.0,,
24,mo,2020-02-06,0,2020-06-09,124,0.157537,,
25,ms,2020-02-06,0,2020-06-09,124,0.155129,,
26,mt,2020-02-06,0,2020-06-09,124,0.0,,
27,nc,2020-02-06,0,2020-06-09,124,0.036194,,
28,nd,2020-02-06,0,2020-06-09,124,0.0,,
29,ne,2020-02-06,0,2020-06-09,124,0.127327,,
30,nh,2020-02-06,0,2020-06-09,124,0.077219,,
31,nj,2020-02-06,0,2020-06-09,124,0.342577,,
32,nm,2020-02-06,0,2020-06-09,124,0.0,,
33,nv,2020-02-06,0,2020-06-09,124,0.043048,,
34,ny,2020-02-06,0,2020-06-09,124,0.240001,,
35,oh,2020-02-06,0,2020-06-09,124,0.151575,,
36,ok,2020-02-06,0,2020-06-09,124,0.151745,,
37,or,2020-02-06,0,2020-06-09,124,0.0,,
38,pa,2020-02-06,0,2020-06-09,124,0.32156,,
39,pr,2020-02-06,0,2020-05-06,90,0.0,,
40,ri,2020-02-06,0,2020-06-09,124,0.0,,
41,sc,2020-02-06,0,2020-06-09,124,0.06808,,
42,sd,2020-02-06,0,2020-06-09,124,0.0,,
43,tn,2020-02-06,0,2020-06-09,124,0.23465,,
44,tx,2020-02-06,0,2020-06-09,124,0.188506,,
45,ut,2020-02-06,0,2020-06-09,124,0.031368,,
46,va,2020-02-06,0,2020-06-09,124,0.234884,,
47,vt,2020-02-06,0,2020-06-09,124,0.0,,
48,wa,2020-02-06,0,2020-06-09,124,0.048741,,
49,wi,2020-02-06,0,2020-06-09,124,0.100114,,
50,wv,2020-02-06,0,2020-06-09,124,0.0,,
51,wy,2020-02-06,0,2020-06-09,124,0.0,,
0,ak,2020-02-07,0,2020-06-09,123,0.0,,
1,al,2020-02-07,0,2020-06-09,123,0.035638,,
2,ar,2020-02-07,0,2020-06-09,123,0.148431,,
3,az,2020-02-07,0,2020-06-09,123,0.129299,,
4,ca,2020-02-07,0,2020-06-09,123,0.167024,,
5,co,2020-02-07,0,2020-06-09,123,0.159392,,
6,ct,2020-02-07,0,2020-06-09,123,0.143862,,
7,dc,2020-02-07,0,2020-06-09,123,0.0,,
8,de,2020-02-07,0,2020-06-09,123,0.0,,
9,fl,2020-02-07,0,2020-06-09,123,0.140062,,
10,ga,2020-02-07,0,2020-06-09,123,0.034148,,
11,hi,2020-02-07,0,2020-06-09,123,0.0,,
12,ia,2020-02-07,0,2020-06-09,123,0.067736,,
13,id,2020-02-07,0,2020-06-09,123,0.0,,
14,il,2020-02-07,0,2020-06-09,123,0.14833,,
15,in,2020-02-07,0,2020-06-09,123,0.063492,,
16,ks,2020-02-07,0,2020-06-09,123,0.055264,,
17,ky,2020-02-07,0,2020-06-09,123,0.096587,,
18,la,2020-02-07,0,2020-06-09,123,0.232859,,
19,ma,2020-02-07,0,2020-06-09,123,0.055735,,
20,md,2020-02-07,0,2020-06-09,123,0.231027,,
21,me,2020-02-07,0,2020-06-09,123,0.0,,
22,mi,2020-02-07,0,2020-06-09,123,0.208768,,
23,mn,2020-02-07,0,2020-06-09,123,0.003588,,
24,mo,2020-02-07,0,2020-06-09,123,0.155064,,
25,ms,2020-02-07,0,2020-06-09,123,0.152698,,
26,mt,2020-02-07,0,2020-06-09,123,0.0,,
27,nc,2020-02-07,0,2020-06-09,123,0.03456,,
28,nd,2020-02-07,0,2020-06-09,123,0.0,,
29,ne,2020-02-07,0,2020-06-09,123,0.132182,,
30,nh,2020-02-07,0,2020-06-09,123,0.076183,,
31,nj,2020-02-07,0,2020-06-09,123,0.345053,,
32,nm,2020-02-07,0,2020-06-09,123,0.0,,
33,nv,2020-02-07,0,2020-06-09,123,0.043048,,
34,ny,2020-02-07,0,2020-06-09,123,0.238964,,
35,oh,2020-02-07,0,2020-06-09,123,0.151475,,
36,ok,2020-02-07,0,2020-06-09,123,0.151745,,
37,or,2020-02-07,0,2020-06-09,123,0.00955,,
38,pa,2020-02-07,0,2020-06-09,123,0.320194,,
39,pr,2020-02-07,0,2020-05-06,89,0.0,,
40,ri,2020-02-07,0,2020-06-09,123,0.0,,
41,sc,2020-02-07,0,2020-06-09,123,0.06808,,
42,sd,2020-02-07,0,2020-06-09,123,0.0,,
43,tn,2020-02-07,0,2020-06-09,123,0.234552,,
44,tx,2020-02-07,0,2020-06-09,123,0.18831,,
45,ut,2020-02-07,0,2020-06-09,123,0.031368,,
46,va,2020-02-07,0,2020-06-09,123,0.234884,,
47,vt,2020-02-07,0,2020-06-09,123,0.0,,
48,wa,2020-02-07,0,2020-06-09,123,0.048741,,
49,wi,2020-02-07,0,2020-06-09,123,0.100114,,
50,wv,2020-02-07,0,2020-06-09,123,0.0,,
51,wy,2020-02-07,0,2020-06-09,123,0.0,,
0,ak,2020-02-08,0,2020-06-09,122,0.0,,
1,al,2020-02-08,0,2020-06-09,122,0.035638,,
2,ar,2020-02-08,0,2020-06-09,122,0.148431,,
3,az,2020-02-08,0,2020-06-09,122,0.129299,,
4,ca,2020-02-08,0,2020-06-09,122,0.167522,,
5,co,2020-02-08,0,2020-06-09,122,0.162235,,
6,ct,2020-02-08,0,2020-06-09,122,0.143375,,
7,dc,2020-02-08,0,2020-06-09,122,0.0,,
8,de,2020-02-08,0,2020-06-09,122,0.0,,
9,fl,2020-02-08,0,2020-06-09,122,0.139784,,
10,ga,2020-02-08,0,2020-06-09,122,0.03396,,
11,hi,2020-02-08,0,2020-06-09,122,0.0,,
12,ia,2020-02-08,0,2020-06-09,122,0.067077,,
13,id,2020-02-08,0,2020-06-09,122,0.007913,,
14,il,2020-02-08,0,2020-06-09,122,0.147776,,
15,in,2020-02-08,0,2020-06-09,122,0.063492,,
16,ks,2020-02-08,0,2020-06-09,122,0.055264,,
17,ky,2020-02-08,0,2020-06-09,122,0.096587,,
18,la,2020-02-08,0,2020-06-09,122,0.232829,,
19,ma,2020-02-08,0,2020-06-09,122,0.055735,,
20,md,2020-02-08,0,2020-06-09,122,0.231027,,
21,me,2020-02-08,0,2020-06-09,122,0.0,,
22,mi,2020-02-08,0,2020-06-09,122,0.208768,,
23,mn,2020-02-08,0,2020-06-09,122,0.003187,,
24,mo,2020-02-08,0,2020-06-09,122,0.152956,,
25,ms,2020-02-08,0,2020-06-09,122,0.150569,,
26,mt,2020-02-08,0,2020-06-09,122,0.0,,
27,nc,2020-02-08,0,2020-06-09,122,0.033059,,
28,nd,2020-02-08,0,2020-06-09,122,0.0,,
29,ne,2020-02-08,0,2020-06-09,122,0.130835,,
30,nh,2020-02-08,0,2020-06-09,122,0.075353,,
31,nj,2020-02-08,0,2020-06-09,122,0.34793,,
32,nm,2020-02-08,0,2020-06-09,122,0.0,,
33,nv,2020-02-08,0,2020-06-09,122,0.043048,,
34,ny,2020-02-08,0,2020-06-09,122,0.238009,,
35,oh,2020-02-08,0,2020-06-09,122,0.152768,,
36,ok,2020-02-08,0,2020-06-09,122,0.151745,,
37,or,2020-02-08,0,2020-06-09,122,0.00839,,
38,pa,2020-02-08,0,2020-06-09,122,0.319028,,
39,pr,2020-02-08,0,2020-05-06,88,0.0,,
40,ri,2020-02-08,0,2020-06-09,122,0.0,,
41,sc,2020-02-08,0,2020-06-09,122,0.06808,,
42,sd,2020-02-08,0,2020-06-09,122,0.0,,
43,tn,2020-02-08,0,2020-06-09,122,0.234532,,
44,tx,2020-02-08,0,2020-06-09,122,0.190975,,
45,ut,2020-02-08,0,2020-06-09,122,0.031368,,
46,va,2020-02-08,0,2020-06-09,122,0.237139,,
47,vt,2020-02-08,0,2020-06-09,122,0.0,,
48,wa,2020-02-08,0,2020-06-09,122,0.048741,,
49,wi,2020-02-08,0,2020-06-09,122,0.100114,,
50,wv,2020-02-08,0,2020-06-09,122,0.0,,
51,wy,2020-02-08,0,2020-06-09,122,0.0,,
0,ak,2020-02-09,0,2020-06-09,121,0.0,,
1,al,2020-02-09,0,2020-06-09,121,0.035638,,
2,ar,2020-02-09,0,2020-06-09,121,0.148431,,
3,az,2020-02-09,0,2020-06-09,121,0.136646,,
4,ca,2020-02-09,0,2020-06-09,121,0.170547,,
5,co,2020-02-09,0,2020-06-09,121,0.15928,,
6,ct,2020-02-09,0,2020-06-09,121,0.142919,,
7,dc,2020-02-09,0,2020-06-09,121,0.0,,
8,de,2020-02-09,0,2020-06-09,121,0.0,,
9,fl,2020-02-09,0,2020-06-09,121,0.139553,,
10,ga,2020-02-09,0,2020-06-09,121,0.033811,,
11,hi,2020-02-09,0,2020-06-09,121,0.0,,
12,ia,2020-02-09,0,2020-06-09,121,0.066427,,
13,id,2020-02-09,0,2020-06-09,121,0.09928,,
14,il,2020-02-09,0,2020-06-09,121,0.147188,,
15,in,2020-02-09,0,2020-06-09,121,0.063492,,
16,ks,2020-02-09,0,2020-06-09,121,0.055264,,
17,ky,2020-02-09,0,2020-06-09,121,0.096587,,
18,la,2020-02-09,0,2020-06-09,121,0.232829,,
19,ma,2020-02-09,0,2020-06-09,121,0.055735,,
20,md,2020-02-09,0,2020-06-09,121,0.231027,,
21,me,2020-02-09,0,2020-06-09,121,0.0,,
22,mi,2020-02-09,0,2020-06-09,121,0.208768,,
23,mn,2020-02-09,0,2020-06-09,121,0.002731,,
24,mo,2020-02-09,0,2020-06-09,121,0.15123,,
25,ms,2020-02-09,0,2020-06-09,121,0.148794,,
26,mt,2020-02-09,0,2020-06-09,121,0.0,,
27,nc,2020-02-09,0,2020-06-09,121,0.031744,,
28,nd,2020-02-09,0,2020-06-09,121,0.0,,
29,ne,2020-02-09,0,2020-06-09,121,0.129624,,
30,nh,2020-02-09,0,2020-06-09,121,0.074794,,
31,nj,2020-02-09,0,2020-06-09,121,0.34576,,
32,nm,2020-02-09,0,2020-06-09,121,0.0,,
33,nv,2020-02-09,0,2020-06-09,121,0.043048,,
34,ny,2020-02-09,0,2020-06-09,121,0.23717,,
35,oh,2020-02-09,0,2020-06-09,121,0.152549,,
36,ok,2020-02-09,0,2020-06-09,121,0.151745,,
37,or,2020-02-09,0,2020-06-09,121,0.007108,,
38,pa,2020-02-09,0,2020-06-09,121,0.318082,,
39,ri,2020-02-09,0,2020-06-09,121,0.0,,
40,sc,2020-02-09,0,2020-06-09,121,0.06808,,
41,sd,2020-02-09,0,2020-06-09,121,0.0,,
42,tn,2020-02-09,0,2020-06-09,121,0.234532,,
43,tx,2020-02-09,0,2020-06-09,121,0.190499,,
44,ut,2020-02-09,0,2020-06-09,121,0.031368,,
45,va,2020-02-09,0,2020-06-09,121,0.236868,,
46,vt,2020-02-09,0,2020-06-09,121,0.0,,
47,wa,2020-02-09,0,2020-06-09,121,0.048741,,
48,wi,2020-02-09,0,2020-06-09,121,0.100114,,
49,wv,2020-02-09,0,2020-06-09,121,0.0,,
50,wy,2020-02-09,0,2020-06-09,121,0.0,,
0,ak,2020-02-10,0,2020-06-09,120,0.0,,
1,al,2020-02-10,0,2020-06-09,120,0.035638,,
2,ar,2020-02-10,0,2020-06-09,120,0.148431,,
3,az,2020-02-10,0,2020-06-09,120,0.135759,,
4,ca,2020-02-10,0,2020-06-09,120,0.16998,,
5,co,2020-02-10,0,2020-06-09,120,0.156518,,
6,ct,2020-02-10,0,2020-06-09,120,0.142509,,
7,dc,2020-02-10,0,2020-06-09,120,0.0,,
8,de,2020-02-10,0,2020-06-09,120,0.0,,
